Song Name,Streams,Artist,Artist Followers,Release Date,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
Ballin' (with Roddy Ricch),4436934,Mustard,881797.0,2019-06-28,80.0,0.809,0.545,-6.678,0.0735,0.392,0.151,97.008,180435.0,0.244
Stay Gold,4405338,BTS,37151476.0,2020-07-14,73.0,0.723,0.634,-5.415,0.0542,0.0892,0.0787,129.017,243267.0,0.582
I'm Yours,4391666,Jason Mraz,6167871.0,2008-05-12,80.0,0.686,0.457,-8.322,0.0468,0.595,0.105,150.953,242187.0,0.718
Youngblood,4390823,5 Seconds of Summer,7744095.0,2018-06-15,80.0,0.596,0.854,-5.114,0.463,0.0169,0.124,120.274,203418.0,0.152
the last great american dynasty,4389670,Taylor Swift,42227614.0,2020-07-24,71.0,0.686,0.662,-8.505,0.0413,0.467,0.109,147.922,230999.0,0.706
Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],5254969,Dua Lipa,27167675.0,2020-08-13,62.0,0.808,0.655,-7.34,0.139,0.0373,0.208,116.029,250280.0,0.56
my tears ricochet,5111416,Taylor Swift,42227614.0,2020-07-24,71.0,0.456,0.263,-10.63,0.0332,0.806,0.0749,129.86,255894.0,0.111
Rags2Riches (feat. ATR Son Son),4737306,Rod Wave,2203386.0,2020-04-03,55.0,0.904,0.26,-17.57,0.101,0.277,0.121,117.967,167147.0,0.231
Flex (feat. Juice WRLD),4664281,Polo G,4849204.0,2020-05-15,76.0,0.752,0.673,-5.792,0.153,0.0538,0.133,164.009,163902.0,0.35
Rover (feat. DTG),4488631,S1mba,46992.0,2020-03-04,73.0,0.613,0.624,-6.66,0.206,0.496,0.283,62.948,167917.0,0.804
Only You Freestyle,4480780,"Headie One, Drake",328877.0,2020-07-20,68.0,0.68,0.826,-2.561,0.27,0.562,0.254,146.95,248937.0,0.804
Hallucinate,4472669,Dua Lipa,27167675.0,2020-03-27,72.0,0.627,0.69,-5.396,0.139,0.033,0.0742,122.053,208505.0,0.627
El Efecto,4466143,"Rauw Alejandro, Chencho Corleone",6096559.0,2019-03-15,76.0,0.849,0.781,-4.635,0.159,0.406,0.0801,84.041,217143.0,0.893
Coño,4462411,"Jason Derulo, Puri, Jhorrmountain",9778632.0,2020-07-03,69.0,0.899,0.528,-5.442,0.181,0.000554,0.105,100.037,111852.0,0.456
Jolie nana,4449437,Aya Nakamura,2953525.0,2020-11-13,69.0,0.813,0.64,-5.908,0.272,0.269,0.131,92.989,147076.0,0.488
Lovefool,4439790,twocolors,36369.0,2020-05-08,79.0,0.677,0.766,-6.896,0.0568,0.0219,0.129,123.062,190488.0,0.198
invisible string,4424118,Taylor Swift,42227614.0,2020-07-24,71.0,0.653,0.452,-11.143,0.055,0.838,0.108,83.433,252881.0,0.45
Higher Love,4392936,"Kygo, Whitney Houston",7593792.0,2019-06-28,79.0,0.693,0.678,-7.159,0.0324,0.0151,0.101,103.952,228267.0,0.404
Como Llora,4380308,Juanfran,117894.0,2020-02-07,67.0,0.827,0.629,-3.966,0.185,0.183,0.084,88.064,187500.0,0.486
Walk Em Down (feat. Roddy Ricch),4371370,NLE Choppa,6608815.0,2020-03-19,74.0,0.867,0.744,-5.171,0.227,0.268,0.0713,84.005,173288.0,0.645
Wow.,4351784,Post Malone,33663701.0,2019-09-06,80.0,0.829,0.539,-7.359,0.208,0.136,0.103,99.96,149547.0,0.388
mirrorball,5564072,Taylor Swift,42227614.0,2020-07-24,70.0,0.553,0.413,-10.037,0.0334,0.687,0.0594,110.107,208978.0,0.379
seven,5459423,Taylor Swift,42227614.0,2020-07-24,69.0,0.596,0.488,-10.769,0.0274,0.9,0.091,94.926,208907.0,0.415
this is me trying,5128412,Taylor Swift,42227614.0,2020-07-24,70.0,0.515,0.476,-9.843,0.0328,0.314,0.171,135.886,195097.0,0.412
betty,5112180,Taylor Swift,42227614.0,2020-07-24,71.0,0.593,0.377,-8.761,0.0253,0.6,0.0976,95.939,294521.0,0.502
BLIND (feat. Young Thug),5074613,DaBaby,7601122.0,2020-08-04,69.0,0.709,0.679,-6.503,0.346,0.0115,0.0971,162.973,153467.0,0.754
illicit affairs,5053658,Taylor Swift,42227614.0,2020-07-24,70.0,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,190898.0,0.46
Freak,4736059,Doja Cat,8671649.0,2020-08-07,75.0,0.688,0.716,-5.702,0.0385,0.0969,0.0989,116.912,284480.0,0.373
PUNANI,4625985,6ix9ine,6514102.0,2020-08-02,58.0,0.841,0.541,-7.121,0.229,0.0186,0.123,97.961,115255.0,0.42
Bläulich,4599408,Apache 207,1674348.0,2020-07-31,60.0,0.79,0.704,-7.935,0.417,0.069,0.113,154.007,196213.0,0.212
Never Let Me Down,4522005,"VIZE, Tom Gregory",141016.0,2020-04-24,61.0,0.758,0.848,-3.84,0.0457,0.21,0.114,127.96,153149.0,0.706
Savage,4510218,Megan Thee Stallion,4794212.0,2020-03-06,75.0,0.843,0.741,-5.609,0.334,0.0252,0.096,168.983,155497.0,0.68
mad woman,6796343,Taylor Swift,42227614.0,2020-07-24,67.0,0.592,0.699,-8.995,0.0471,0.655,0.114,141.916,237258.0,0.506
epiphany,6085522,Taylor Swift,42227614.0,2020-07-24,66.0,0.354,0.267,-13.69,0.0281,0.731,0.0858,94.219,289749.0,0.113
peace,5943851,Taylor Swift,42227614.0,2020-07-24,67.0,0.647,0.272,-12.906,0.0916,0.918,0.0918,150.044,234000.0,0.339
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),5768616,A$AP Ferg,3037935.0,2020-09-25,61.0,0.808,0.676,-4.902,0.223,0.0618,0.11,144.018,144973.0,0.0763
Sie ruft,5752169,Apache 207,1674348.0,2020-07-31,59.0,0.819,0.507,-7.336,0.0881,0.482,0.105,130.009,152013.0,0.634
Tilidin Weg,5674945,Bonez MC,1683006.0,2020-09-10,60.0,0.882,0.526,-8.553,0.237,0.118,0.0835,109.075,180950.0,0.182
Over Your Head,5534361,"Future, Lil Uzi Vert",10491105.0,2020-07-31,59.0,0.773,0.742,-5.453,0.162,0.00198,0.558,148.949,186843.0,0.35
hoax,5375944,Taylor Swift,42227614.0,2020-07-24,66.0,0.662,0.181,-15.065,0.0415,0.966,0.133,118.819,220043.0,0.429
Blood On My Jeans,4978899,Juice WRLD,19102888.0,2020-07-10,73.0,0.868,0.55,-6.417,0.226,0.183,0.109,117.943,154767.0,0.464
Narrow Road (feat. Lil Baby),4828004,NLE Choppa,3372385.0,2020-07-30,64.0,0.614,0.553,-8.225,0.169,0.0306,0.203,159.999,240297.0,0.161
Amarillo,4695091,J Balvin,29067437.0,2020-03-19,73.0,0.641,0.857,-5.725,0.301,0.013,0.0695,122.728,157733.0,0.961
Singapur,4661170,"El Alfa, Chael Produciendo",1779640.0,2020-05-15,69.0,0.853,0.909,-2.473,0.229,0.0522,0.129,112.987,178407.0,0.803
Tattoo,4588064,Rauw Alejandro,6096559.0,2020-07-09,78.0,0.848,0.637,-5.132,0.156,0.0413,0.0521,96.988,222680.0,0.698
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",4583475,Ty Dolla $ign,3866304.0,2020-10-22,71.0,0.818,0.598,-5.948,0.113,0.0573,0.634,111.052,231618.0,0.331
Morado,4561936,J Balvin,29067437.0,2020-01-09,71.0,0.881,0.696,-3.838,0.0797,0.137,0.0927,97.002,200667.0,0.781
ocean eyes,4476954,Billie Eilish,1251372.0,2021-08-13,1.0,0.358,0.372,-7.664,0.0464,0.81,0.0877,144.833,200387.0,0.16
Lion King On Ice,8293983,J. Cole,14103694.0,2020-07-22,64.0,0.732,0.663,-7.616,0.192,0.0819,0.115,139.964,210587.0,0.227
Andere Welt,5600868,"Capital Bra, Clueso, KC Rebell",4093115.0,2020-07-23,60.0,0.692,0.764,-5.233,0.113,0.574,0.106,84.029,189686.0,0.564
TELL ME WHY,5056986,The Kid LAROI,2238190.0,2020-07-24,71.0,0.6,0.723,-4.928,0.158,0.109,0.167,149.881,195268.0,0.463
Stay High,5047752,Juice WRLD,19102888.0,2020-07-10,75.0,0.745,0.5,-6.184,0.135,0.439,0.0943,76.968,168685.0,0.433
What Makes You Beautiful,4966428,One Direction,22536304.0,2012-05-25,82.0,0.726,0.787,-2.494,0.0737,0.009,0.0596,124.99,199987.0,0.888
Shit Changed,4823401,"Ufo361, Sonus030",1700759.0,2020-10-02,52.0,0.824,0.528,-9.236,0.175,0.144,0.104,157.005,183839.0,0.32
Tell Me U Luv Me (with Trippie Redd),4798078,Juice WRLD,19102888.0,2020-07-10,72.0,0.66,0.76,-5.726,0.0787,0.291,0.632,127.984,180129.0,0.394
Bad Energy,4761155,Juice WRLD,19102888.0,2020-07-10,72.0,0.654,0.452,-6.36,0.0439,0.17,0.114,138.034,186749.0,0.532
Titanic,4687464,Juice WRLD,19102888.0,2020-07-10,71.0,0.567,0.545,-6.668,0.0448,0.168,0.112,174.146,176650.0,0.234
Skechers,4669248,DripReport,92356.0,2020-01-12,73.0,0.903,0.327,-9.727,0.0877,0.26,0.108,100.008,106000.0,0.274
The Bigger Picture,4629083,Lil Baby,7816213.0,2020-06-12,70.0,0.59,0.618,-5.756,0.334,0.0127,0.244,96.459,252729.0,0.153
Story of My Life,4628772,One Direction,22536304.0,2013-11-25,81.0,0.6,0.663,-5.802,0.0477,0.225,0.119,121.07,245493.0,0.286
Hit My Line,4621205,Logic,5449291.0,2020-07-24,60.0,0.62,0.786,-5.22,0.167,0.143,0.46,164.057,265191.0,0.679
Party Girl (Remix),15129295,"StaySolidRocky, Lil Uzi Vert",150587.0,2020-07-10,62.0,0.752,0.375,-10.157,0.204,0.533,0.175,129.995,147673.0,0.591
Up Up And Away,6229316,Juice WRLD,19102888.0,2020-07-10,72.0,0.661,0.665,-6.356,0.053,0.538,0.0981,75.059,147548.0,0.486
Man Of The Year,6223001,Juice WRLD,19102888.0,2020-07-10,73.0,0.621,0.695,-5.124,0.0911,0.00584,0.086,173.966,136408.0,0.298
Fighting Demons,5946573,Juice WRLD,19102888.0,2020-07-10,70.0,0.707,0.67,-6.328,0.257,0.0813,0.098,163.099,200629.0,0.235
Can't Die,5777859,Juice WRLD,19102888.0,2020-07-10,71.0,0.652,0.671,-5.89,0.0756,0.0222,0.107,84.008,182922.0,0.274
Screw Juice,5394197,Juice WRLD,19102888.0,2020-07-10,69.0,0.595,0.528,-7.371,0.0935,0.082,0.142,150.075,179464.0,0.515
Past Life (with Selena Gomez),5228433,Trevor Daniel,632097.0,2020-06-26,47.0,0.575,0.543,-5.062,0.0529,0.102,0.176,159.905,186480.0,0.283
I Want It,5137482,Juice WRLD,19102888.0,2020-07-10,69.0,0.288,0.638,-6.935,0.0779,0.133,0.14,66.424,173114.0,0.147
Ransom,5097394,Lil Tecca,4022792.0,2019-08-30,80.0,0.745,0.642,-6.257,0.287,0.0204,0.0658,179.974,131240.0,0.226
Diosa,4868180,Myke Towers,6161098.0,2020-01-24,74.0,0.801,0.745,-3.733,0.063,0.398,0.153,104.965,214013.0,0.245
Never Know (feat. SHIRIN DAVID),4803071,Luciano,942380.0,2020-07-16,60.0,0.874,0.542,-7.064,0.344,0.0621,0.181,142.016,196933.0,0.481
La Difícil,4727554,Bad Bunny,36177712.0,2020-02-29,78.0,0.685,0.848,-4.561,0.0858,0.0861,0.0783,179.87,163084.0,0.761
TROLLZ (with Nicki Minaj),4700152,6ix9ine,6514102.0,2020-06-12,65.0,0.744,0.422,-8.946,0.294,0.0319,0.11,180.006,202667.0,0.493
Old Town Road - Remix,4643817,"Lil Nas X, Billy Ray Cyrus",5488666.0,2019-06-21,81.0,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,157067.0,0.639
The Adventures of Moon Man & Slim Shady (with Eminem),4639929,Kid Cudi,5002317.0,2020-07-10,67.0,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,264834.0,0.588
China,4627026,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",18306226.0,2019-07-19,77.0,0.786,0.808,-3.702,0.0882,0.0846,0.0822,105.027,301714.0,0.609
Hola - Remix,4617726,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",3600989.0,2019-11-01,77.0,0.654,0.672,-5.98,0.311,0.471,0.0781,181.857,249520.0,0.343
Ignorantes,4613982,"Bad Bunny, Sech",36177712.0,2020-02-14,74.0,0.85,0.536,-5.161,0.0599,0.267,0.0996,96.029,210607.0,0.505
Yummy,4599349,Justin Bieber,48544923.0,2020-01-03,72.0,0.687,0.514,-6.612,0.0897,0.366,0.116,145.921,210427.0,0.494
High Fashion (feat. Mustard),4592772,Roddy Ricch,6608815.0,2019-12-06,77.0,0.831,0.499,-8.442,0.114,0.269,0.3,97.956,220487.0,0.511
Like That (feat. Gucci Mane),4565377,Doja Cat,8671649.0,2019-11-07,77.0,0.879,0.498,-6.027,0.18,0.239,0.0967,106.044,163173.0,0.405
Goodbyes (feat. Young Thug),4527742,Post Malone,33663701.0,2019-09-06,78.0,0.548,0.653,-3.875,0.081,0.456,0.103,150.068,174853.0,0.163
BOP,4496450,DaBaby,7601122.0,2019-09-27,80.0,0.769,0.787,-3.909,0.367,0.189,0.129,126.77,159715.0,0.836
Sigues Con El,4485060,"Dímelo Flow, Arcangel, Sech",231580.0,2019-12-13,75.0,0.883,0.668,-2.957,0.113,0.11,0.0734,87.972,226533.0,0.676
Anxiety - Intro,8449557,Juice WRLD,19102888.0,2020-07-10,60.0,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,70395.0,0.58
Juice WRLD Speaks From Heaven - Outro,6682917,Juice WRLD,19102888.0,2020-07-10,59.0,0.392,0.373,-14.097,0.0968,0.991,0.545,121.678,30583.0,0.519
"The Man, The Myth, The Legend - Interlude",6640728,Juice WRLD,19102888.0,2020-07-10,58.0,0.667,0.447,-14.625,0.761,0.916,0.612,83.534,136545.0,0.829
Tiefschwarz (feat. Samra),5867111,Kontra K,1818624.0,2020-09-25,62.0,0.751,0.783,-5.926,0.22,0.0715,0.114,94.003,189739.0,0.379
Wash Us In The Blood,5586085,"Kanye West, Travis Scott",14624703.0,2020-06-30,64.0,0.67,0.847,-4.85,0.409,0.184,0.304,137.22,189827.0,0.381
Gangstas,5104422,Pop Smoke,6852509.0,2020-07-03,71.0,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987,160000.0,0.557
Monster,5030481,Red Velvet - IRENE & SEULGI,383695.0,2020-07-06,70.0,0.631,0.748,-2.569,0.0488,0.212,0.537,115.665,178413.0,0.351
YAYA,4729070,6ix9ine,6514102.0,2020-07-03,60.0,0.672,0.733,-5.377,0.0566,0.00289,0.199,105.043,149857.0,0.354
Narcos,4633313,Anuel AA,18306226.0,2020-05-29,68.0,0.614,0.746,-3.527,0.196,0.347,0.0874,168.072,259250.0,0.601
This City,4597406,Sam Fischer,122883.0,2019-12-11,80.0,0.605,0.377,-6.213,0.0443,0.733,0.0808,73.877,194853.0,0.519
Make It Rain (feat. Rowdy Rebel),4594248,Pop Smoke,6852509.0,2020-07-03,62.0,0.5,0.767,-4.105,0.403,0.162,0.385,159.477,202443.0,0.58
Lalala,4541965,"Y2K, bbno$",268766.0,2019-06-28,77.0,0.843,0.39,-7.899,0.0846,0.178,0.137,129.972,160627.0,0.495
Something Special,4535580,Pop Smoke,6852509.0,2020-07-03,72.0,0.739,0.616,-6.963,0.0338,0.252,0.101,91.071,158466.0,0.654
Aim For The Moon (feat. Quavo),9011502,Pop Smoke,6852509.0,2020-07-03,67.0,0.713,0.605,-7.487,0.107,0.497,0.115,142.025,175756.0,0.432
44 BullDog,8443771,Pop Smoke,6852509.0,2020-07-03,66.0,0.8,0.564,-5.817,0.4,0.0287,0.112,139.989,150857.0,0.318
Creature (feat. Swae Lee),7308690,Pop Smoke,6852509.0,2020-07-03,66.0,0.794,0.717,-5.73,0.251,0.0511,0.195,141.881,202816.0,0.372
Yea Yea,7112419,Pop Smoke,6852509.0,2020-07-03,63.0,0.717,0.474,-8.383,0.403,0.0509,0.139,123.906,185804.0,0.448
Enjoy Yourself (feat. Karol G),6620040,Pop Smoke,6852509.0,2020-07-03,70.0,0.764,0.676,-6.761,0.0927,0.389,0.215,97.02,197938.0,0.461
Bad Bitch From Tokyo (Intro),6144736,Pop Smoke,6852509.0,2020-07-03,59.0,0.645,0.64,-6.871,0.179,0.395,0.286,140.248,48000.0,0.674
Snitching (feat. Quavo & Future),6102253,Pop Smoke,6852509.0,2020-07-03,59.0,0.944,0.579,-4.961,0.191,0.0381,0.253,135.033,259346.0,0.769
West Coast Shit (feat. Tyga & Quavo),5931242,Pop Smoke,6852509.0,2020-07-03,61.0,0.831,0.762,-5.656,0.207,0.0885,0.107,99.999,192000.0,0.495
Deep End Freestyle,5280810,"Sleepy Hallow, Fousheé",411262.0,2020-06-05,72.0,0.868,0.479,-6.687,0.445,0.703,0.102,133.928,115200.0,0.776
Tommy Lee (feat. Post Malone),5031845,Tyla Yaweh,359133.0,2020-06-12,73.0,0.457,0.621,-5.923,0.138,0.218,0.0944,85.359,224638.0,0.634
Tunnel Vision (Outro),4907751,Pop Smoke,6852509.0,2020-07-03,60.0,0.718,0.66,-7.39,0.325,0.363,0.159,142.879,132587.0,0.659
Si Veo a Tu Mamá,4638728,Bad Bunny,36177712.0,2020-02-29,80.0,0.9,0.603,-5.313,0.0646,0.402,0.134,129.928,170972.0,0.824
Prospect (ft. Lil Baby),4571916,iann dior,1276292.0,2020-06-12,68.0,0.816,0.579,-6.097,0.0867,0.203,0.127,120.078,226314.0,0.43
No Me Conoce - Remix,4501188,"Jhay Cortez, J Balvin, Bad Bunny",2435159.0,2019-05-24,77.0,0.806,0.786,-3.831,0.0741,0.145,0.0935,91.973,309120.0,0.58
El Manual,4470597,Anuel AA,18306226.0,2020-05-29,67.0,0.843,0.845,-2.344,0.0503,0.35,0.0527,126.989,210624.0,0.898
Thunder,4468668,Imagine Dragons,35299488.0,2017-06-23,83.0,0.605,0.822,-4.833,0.0438,0.00671,0.147,167.997,187147.0,0.288
El Efecto - Remix,4433384,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",6096559.0,2019-12-13,73.0,0.771,0.769,-3.504,0.0694,0.18,0.345,167.969,289899.0,0.931
Better Now,4431571,Post Malone,33663701.0,2018-04-27,81.0,0.68,0.578,-5.804,0.04,0.331,0.135,145.038,231267.0,0.341
Don't Stop Believin',4394985,Journey,3731820.0,1981-01-01,81.0,0.5,0.748,-9.072,0.0363,0.127,0.447,118.852,250987.0,0.514
BLACK PARADE,5474807,Beyoncé,28335112.0,2020-06-19,61.0,0.824,0.555,-5.817,0.05,0.00337,0.217,120.002,281273.0,0.0611
XXL,5415994,"Miksu / Macloud, Summer Cem, Luciano, Jamule",30683.0,2020-06-26,64.0,0.798,0.527,-7.671,0.0447,0.227,0.108,114.008,166173.0,0.548
Salt,4874960,Ava Max,1251372.0,2021-08-13,1.0,0.693,0.835,-3.242,0.0624,0.131,0.073,128.052,180283.0,0.744
Daisies,4838067,Katy Perry,18936929.0,2020-05-15,68.0,0.639,0.546,-5.382,0.0407,0.0837,0.122,122.179,173124.0,0.149
Emotionally Scarred,4633237,Lil Baby,7816213.0,2020-02-28,71.0,0.585,0.641,-4.269,0.133,0.0286,0.316,88.284,197530.0,0.266
Myron,4593309,Lil Uzi Vert,11821805.0,2020-03-13,76.0,0.771,0.654,-6.976,0.298,0.055,0.214,155.047,224955.0,0.573
MORE & MORE,4592745,TWICE,9998991.0,2020-06-01,70.0,0.739,0.841,-4.162,0.06,0.0312,0.173,106.99,199653.0,0.562
Girls in the Hood,4577209,Megan Thee Stallion,4794212.0,2020-06-26,72.0,0.821,0.863,-3.159,0.353,0.00824,0.0377,180.013,154324.0,0.874
Parasite Eve,4545883,Bring Me The Horizon,3912138.0,2020-06-25,67.0,0.589,0.797,-5.464,0.15,0.0289,0.383,102.489,291813.0,0.232
Sucker,4543863,Jonas Brothers,5436999.0,2019-06-07,81.0,0.842,0.734,-5.065,0.0588,0.0427,0.106,137.958,181027.0,0.952
I Like Me Better,4430642,Lauv,4442273.0,2018-05-31,82.0,0.752,0.505,-7.621,0.253,0.535,0.104,91.97,197437.0,0.419
High Hopes,4426791,Panic! At The Disco,10850424.0,2018-06-22,81.0,0.579,0.904,-2.729,0.0618,0.193,0.064,82.014,190947.0,0.681
Money In The Grave (Drake ft. Rick Ross),4403348,Drake,56327031.0,2019-06-15,78.0,0.831,0.502,-4.045,0.046,0.101,0.122,100.541,205427.0,0.101
Say So (feat. Nicki Minaj),4385148,Doja Cat,8671649.0,2020-05-01,69.0,0.856,0.641,-4.64,0.204,0.119,0.427,111.004,206221.0,0.745
Karaoke,4374448,"Boomdabash, Alessandra Amoroso",1251372.0,2021-08-10,0.0,0.929,0.625,-5.728,0.14,0.289,0.386,122.03,156493.0,0.578
Know Your Worth,4374392,"Khalid, Disclosure",14190858.0,2020-02-04,76.0,0.79,0.694,-7.726,0.0708,0.145,0.281,103.007,181436.0,0.508
No Idea,4369849,Don Toliver,1606884.0,2020-03-13,80.0,0.652,0.631,-5.718,0.0893,0.524,0.165,127.998,154424.0,0.35
Airwaves,4352767,Pashanim,208926.0,2020-05-14,71.0,0.885,0.578,-7.416,0.0783,0.0739,0.102,131.999,178933.0,0.388
Kill This Love,4341050,BLACKPINK,23848461.0,2019-04-05,76.0,0.763,0.835,-5.234,0.191,0.323,0.225,131.875,191050.0,0.645
Lights Up,4325411,Harry Styles,16127908.0,2019-12-13,75.0,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987,172213.0,0.27
Lose You To Love Me,4322088,Selena Gomez,28931149.0,2020-01-10,81.0,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459.0,0.0978
Girls Like You (feat. Cardi B),4318772,Maroon 5,32279979.0,2018-06-15,66.0,0.851,0.541,-6.825,0.0505,0.568,0.13,124.959,235545.0,0.448
PA' ROMPERLA,4312675,"Bad Bunny, Don Omar",36177712.0,2020-05-10,72.0,0.772,0.83,-5.019,0.0599,0.016,0.0843,94.011,194200.0,0.697
VACATION,6883487,Tyga,6298789.0,2020-06-19,51.0,0.821,0.61,-6.22,0.0959,0.0247,0.185,110.973,192936.0,0.47
Big Body Benz,6707101,Bonez MC,1683006.0,2020-06-18,61.0,0.884,0.451,-8.969,0.393,0.0731,0.268,94.024,148284.0,0.311
Ich weiß nicht mal wie sie heißt,5827600,"Capital Bra, Bozza",4093115.0,2020-06-18,57.0,0.498,0.836,-3.905,0.184,0.525,0.0994,199.846,168750.0,0.609
Fútbol & Rumba (feat. Enrique Iglesias),5124116,Anuel AA,18306226.0,2020-05-29,67.0,0.735,0.916,-2.082,0.117,0.397,0.0918,167.994,221429.0,0.691
Bleed,5095478,A Boogie Wit da Hoodie,5865895.0,2020-06-19,61.0,0.698,0.572,-7.735,0.198,0.135,0.154,71.446,176959.0,0.391
Snow On Tha Bluff,5060764,J. Cole,14103694.0,2020-06-16,66.0,0.586,0.512,-8.819,0.0668,0.723,0.119,75.857,235480.0,0.235
Djomb - Bien ou quoi,4924714,Bosh,300500.0,2020-05-29,64.0,0.945,0.676,-6.6,0.207,0.172,0.322,123.109,141893.0,0.631
In Your Eyes (feat. Alida),4654587,"Alida, Robin Schulz",2786366.0,2020-01-10,71.0,0.57,0.672,-5.888,0.0716,0.172,0.0768,120.018,208222.0,0.461
Stupid Love,4609858,Lady Gaga,1251372.0,2021-08-08,0.0,0.68,0.825,-4.296,0.0702,0.00173,0.27,117.987,193533.0,0.784
Shotta Flow 5,4513982,NLE Choppa,3372385.0,2020-06-12,62.0,0.806,0.749,-5.268,0.328,0.0838,0.0621,140.032,145167.0,0.77
IDK You Yet,4473413,Alexander 23,207170.0,2020-06-23,79.0,0.648,0.308,-11.729,0.04,0.886,0.124,76.997,184638.0,0.198
Piece Of Your Heart,4422905,"MEDUZA, Goodboys",441714.0,2019-02-01,79.0,0.677,0.744,-6.806,0.0295,0.0404,0.074,124.08,152913.0,0.631
Na Raba Toma Tapão,4396629,Niack,352402.0,2020-06-06,61.0,0.962,0.787,1.509,0.0554,0.666,0.176,130.003,165231.0,0.968
La Santa,4384527,"Bad Bunny, Daddy Yankee",36177712.0,2020-02-29,79.0,0.744,0.868,-4.524,0.047,0.0326,0.0822,93.037,206420.0,0.586
Make You Mine,4356213,PUBLIC,165504.0,2019-08-09,77.0,0.606,0.799,-4.452,0.0261,0.0128,0.15,103.014,232907.0,0.638
ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,7353153,DaBaby,7601122.0,2020-06-12,62.0,0.747,0.689,-7.246,0.242,0.197,0.0884,89.901,204547.0,0.75
Make It Rain,6042929,"Pop Smoke, Rowdy Rebel",6852509.0,2020-06-12,64.0,0.54,0.77,-3.981,0.389,0.194,0.372,159.494,204000.0,0.565
M' Manc (con Geolier & Sfera Ebbasta),5171235,Shablo,40045.0,2020-06-11,66.0,0.703,0.704,-6.117,0.0641,0.048,0.41,139.933,180000.0,0.725
Emotions 2.0,5113459,"Ufo361, CÉLINE",1700759.0,2020-06-12,65.0,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028.0,0.271
P2,4769996,Lil Uzi Vert,11821805.0,2020-03-06,73.0,0.775,0.72,-5.353,0.193,0.0236,0.114,155.086,234627.0,0.49
Selfish,4754830,Madison Beer,3370013.0,2020-02-14,70.0,0.375,0.461,-6.202,0.0279,0.627,0.386,75.217,223270.0,0.233
Surrender,4627942,Natalie Taylor,120208.0,2019-10-29,76.0,0.39,0.448,-8.57,0.0276,0.8,0.107,144.89,183103.0,0.077
Turks (with Gunna & ft. Travis Scott),4623279,NAV,2613211.0,2020-05-08,67.0,0.894,0.618,-4.356,0.129,0.0808,0.558,119.1,161320.0,0.379
BYE ME FUI,4567732,Bad Bunny,36177712.0,2020-05-10,72.0,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,178000.0,0.588
Vete,4486408,Bad Bunny,36177712.0,2019-11-21,78.0,0.886,0.672,-4.394,0.188,0.0363,0.101,91.976,192024.0,0.526
Like It Is,4463865,"Kygo, Zara Larsson, Tyga",7593792.0,2020-03-27,68.0,0.794,0.728,-6.759,0.114,0.121,0.227,105.024,183067.0,0.36
My Oh My (feat. DaBaby),4413457,Camila Cabello,22698747.0,2019-12-06,78.0,0.724,0.491,-6.024,0.0296,0.018,0.0887,105.046,170746.0,0.383
Let Me Down Slowly,4393932,Alec Benjamin,2808285.0,2018-11-16,82.0,0.652,0.557,-5.714,0.0318,0.74,0.124,150.073,169354.0,0.483
BELIEVE IT,4361970,"PARTYNEXTDOOR, Rihanna",3129968.0,2020-03-27,74.0,0.43,0.7,-5.35,0.264,0.0902,0.216,158.373,183219.0,0.731
Boot,6375562,Apache 207,1674348.0,2020-07-31,54.0,0.534,0.565,-7.546,0.307,0.0627,0.112,194.034,193360.0,0.529
Riot,5163633,XXXTENTACION,29566516.0,2020-06-01,70.0,0.509,0.542,-8.027,0.442,0.019,0.23,97.767,78681.0,0.151
VALLA NEIN (feat. Luciano),5029858,"KC Rebell, Summer Cem",1101597.0,2020-06-05,55.0,0.761,0.657,-7.246,0.138,0.114,0.356,135.909,182040.0,0.589
I’m Ready (with Demi Lovato),4764355,Sam Smith,17097317.0,2020-04-16,68.0,0.501,0.674,-6.363,0.0408,0.00346,0.282,155.051,200838.0,0.152
This Is America,4727415,Childish Gambino,8099554.0,2018-05-06,71.0,0.854,0.463,-6.159,0.137,0.117,0.354,120.024,225773.0,0.549
Fantasias,4432324,"Rauw Alejandro, Farruko",6096559.0,2019-08-29,75.0,0.879,0.703,-4.219,0.0701,0.143,0.0569,94.004,199711.0,0.788
